-77.009489517617922,38.905127558713772,120,DCHA - Sibley,1140 NORTH CAPITOL STREET NW,399177.1,137473.68,285576,93,OUTDOOR,1
-77.009367186108307,38.831333289666368,121,William O. Lockridge / Bellevue Neighborhood Library,115 ATLANTIC STREET SW,399186.87,129281.97,302935,400,INDOOR+OUTDOOR,2
-77.028301803438879,38.905206311651646,122,Horizon House Apartments,1150 12TH STREET NW,397545.37,137482.76,278887,209,OUTDOOR,1
-76.999246278351137,38.876803900310527,123,Van Ness Elementary School,1150 5TH STREET SE,400065.6,134329.49,294508,387,INDOOR,1
-76.939077608639195,38.905673551996422,124,DCHA - Fleet Management,1155 KENILWORTH AVENUE NE,405284.42,137536.01,309171,86,OUTDOOR,1
-77.00635797511066,38.906094997825349,125,DCPS HQ / DDOE,1200 1ST STREET NE,399448.73,137581.05,302635,98,INDOOR,1
-77.013260307224272,38.875939784839723,126,Greenleaf Senior Center,1200 DELAWARE AVENUE SW,398849.56,134233.65,72281,189,OUTDOOR,1
-77.028432325197457,38.90350379119716,127,Thomson Elementary School,1200 L STREET NW,397533.99,137293.77,240922,362,INDOOR,1
-77.028614849454527,38.91390874725564,128,Garrison Elementary School,1200 S STREET NW,397518.52,138448.81,294509,186,INDOOR,1
-76.989936470662499,38.92021530886813,129,UHC - Brentwood Square,1201 BRENTWOOD ROAD NE,400872.9,139148.55,149821,376,OUTDOOR,1
-77.001614645475769,38.906346853053797,130,MPD Narcotics & Special Invest (NSID),1215 3RD STREET NE,399860.15,137608.99,71435,276,OUTDOOR,1
-76.991204463640585,38.905306609295955,131,Center City PCS - Trinidad Campus,1217 WEST VIRGINIA AVENUE NE,400763.1,137493.55,285938,50,OUTDOOR,1
-77.028819836855618,38.905860551676959,132,Claridge Towers,1221 M STREET NW,397500.46,137555.4,278959,59,OUTDOOR,1
-76.989228234984878,38.881095004913504,133,Potomac Gardens Housing,1225 G STREET SE,400934.83,134805.89,290351,313,OUTDOOR,1
-77.05276632150067,38.906006052865102,134,Office Building,1227 25TH STREET NW,395423.43,137572.48,273948,292,INDOOR,1
-76.989930493219205,38.932334017035046,135,Engine 17 Station,1227 MONROE STREET NE,400873.27,140493.83,294510,140,INDOOR,1
-76.937511861154178,38.891172140230687,136,UHC - East of River,123 45TH STREET NE,405421.33,135926.33,301415,377,OUTDOOR,1
-76.996651847003065,38.860616734011614,137,Barry Farm Recreation Center,1230 SUMNER ROAD SE,400290.79,132532.6,285960,17,OUTDOOR,1
-76.988659780385362,38.892192646721128,138,Maury Elementary School,1250 CONSTITUTION AVENUE NE,400984,136037.82,294511,262,INDOOR,1
-77.029037776133478,38.916716000655455,139,DPR Headquarters,1250 U STREET NW,397481.94,138760.45,297746,113,INDOOR,1
-77.010863422255014,38.874793263214109,140,James Creek,1265 HALF STREET SW,399057.53,134106.35,156174,222,OUTDOOR,1
-77.030542900919087,38.944707948889295,141,Community Academy PCS - Amos I,1300 ALLISON STREET NW,397352.45,141867.84,255251,63,OUTDOOR,1
-77.024785466099885,38.907915020607859,142,DC Public Records,1300 NAYLOR COURT NW,397850.45,137783.36,303382,83,INDOOR,1
-77.016079856765828,38.907698361031471,143,Engine 6 Station,1300 NEW JERSEY AVENUE NW,398605.52,137759.14,294514,160,INDOOR+OUTDOOR,2
-77.030691143018444,38.960543191189331,144,Brightwood Education Campus,1300 NICHOLSON STREET NW,397340.19,143625.7,294515,27,INDOOR,1
-76.982744399039774,38.90644819538894,145,Trinidad Recreation Center,1310 CHILDRESS STREET NE,401496.88,137620.38,68509,367,INDOOR,1
-76.987433374556232,38.840146054331463,146,Community of Hope,1320 MISSISSIPPI AVENUE SE,401091.19,130260.28,290141,66,OUTDOOR,1
-77.031093104136175,38.970276948866029,147,Fort Stevens Recreation Center,1327 VAN BUREN STREET NW,397305.72,144706.25,290152,178,INDOOR,1
-77.032255352322977,38.951374877375471,148,West Education Campus,1338 FARRAGUT STREET NW,397204.26,142607.98,294517,395,INDOOR,1
-77.031042235466188,38.930590282814372,149,FEMS - Special Operation,1338 PARK ROAD NW,397308.63,140300.67,307124,169,INDOOR,1
-76.986770465328533,38.924794374576535,150,Engine 26 Station,1340 RHODE ISLAND AVENUE NE,401147.38,139656.9,294518,150,INDOOR+OUTDOOR,2
-76.986696489040284,38.901595101186594,151,FEMS  - Engine Company 10,1342 FLORIDA AVENUE NE,401154.17,137081.59,294519,165,INDOOR,1
-76.986270886196536,38.921820129357499,152,CFSA at Saratoga,1345 SARATOGA AVENUE NE,401190.75,139326.74,149277,53,INDOOR,1
-77.031355167628604,38.895010139724469,153,Wilson Building,1350 PENNSYLVANIA AVENUE NW,397280.14,136350.99,293203,401,INDOOR,1
-77.031229717321239,38.94154180435055,154,Powell Elementary School,1350 UPSHUR STREET NW,397292.79,141516.39,255302,314,INDOOR,1
-76.986148810542829,38.84498659880785,155,Malcolm X Elementary School,1351 ALABAMA AVENUE SE,401202.63,130797.63,289201,253,INDOOR,1
-77.031598252731413,38.960527545428647,156,Community Academy PCS Online Campus,1351 NICHOLSON STREET NW,397261.57,143623.99,257768,64,OUTDOOR,1
-76.985831714163837,38.915075720316892,157,Homeless Shelter,1355 NEW YORK AVENUE NE,401228.95,138578.06,66060,204,OUTDOOR,1
-76.983705956727562,38.851344350560858,158,Johnson Middle School,1400 BRUCE PLACE SE,401414.57,131503.42,294520,226,INDOOR,1
